TripID,DepartureLocation,Destination,DepartureTime,Status,DriverID,VehicleID
442,Herzliya,Tel Aviv,2024-03-13 21:00:00,false,340,113
443,Holon,Safed,2024-03-14 00:00:00,false,28,486
444,Beer Sheva,Eilat,2024-03-14 03:00:00,true,53,492
445,Haifa,Tiberias,2024-03-14 06:00:00,false,152,249
446,Jerusalem,Safed,2024-03-14 09:00:00,true,196,20
447,Raanana,Ashdod,2024-03-14 12:00:00,false,156,423
448,Eilat,Nazareth,2024-03-14 15:00:00,false,514,483
449,Herzliya,Bat Yam,2024-03-14 18:00:00,true,142,213
450,Tiberias,Ashdod,2024-03-14 21:00:00,false,386,322
451,Haifa,Raanana,2024-03-15 00:00:00,false,363,271
452,Safed,Holon,2024-03-15 03:00:00,true,253,286
453,Tiberias,Beer Sheva,2024-03-15 06:00:00,true,305,296
454,Eilat,Nazareth,2024-03-15 09:00:00,false,325,492
455,Netanya,Tiberias,2024-03-15 12:00:00,false,295,125
456,Safed,Eilat,2024-03-15 15:00:00,false,405,354
457,Ashkelon,Herzliya,2024-03-15 18:00:00,true,298,44
458,Beer Sheva,Ashkelon,2024-03-15 21:00:00,true,355,453
459,Nazareth,Ashdod,2024-03-16 00:00:00,false,220,207
460,Herzliya,Raanana,2024-03-16 03:00:00,false,279,141
461,Tel Aviv,Safed,2024-03-16 06:00:00,true,249,52
462,Nazareth,Tiberias,2024-03-16 09:00:00,true,239,54
463,Tel Aviv,Holon,2024-03-16 12:00:00,false,484,103
464,Nazareth,Herzliya,2024-03-16 15:00:00,true,6,162
465,Holon,Eilat,2024-03-16 18:00:00,false,489,205
466,Ashkelon,Beer Sheva,2024-03-16 21:00:00,false,293,61
467,Bat Yam,Ashkelon,2024-03-17 00:00:00,true,238,39
468,Bat Yam,Haifa,2024-03-17 03:00:00,false,181,38
469,Herzliya,Netanya,2024-03-17 06:00:00,false,191,297
470,Bat Yam,Tel Aviv,2024-03-17 09:00:00,true,306,110
471,Bat Yam,Ashdod,2024-03-17 12:00:00,false,466,506
472,Bat Yam,Haifa,2024-03-17 15:00:00,false,280,198
473,Ashkelon,Jerusalem,2024-03-17 18:00:00,false,167,470
474,Nazareth,Ashdod,2024-03-17 21:00:00,true,15,346
475,Ashkelon,Beer Sheva,2024-03-18 00:00:00,true,180,416
476,Herzliya,Netanya,2024-03-18 03:00:00,false,89,411
477,Nazareth,Jerusalem,2024-03-18 06:00:00,true,144,489
478,Netanya,Nazareth,2024-03-18 09:00:00,true,268,393
479,Ashdod,Raanana,2024-03-18 12:00:00,false,338,310
480,Safed,Ashkelon,2024-03-18 15:00:00,true,268,369
481,Eilat,Nazareth,2024-03-18 18:00:00,true,122,477
482,Beer Sheva,Haifa,2024-03-18 21:00:00,false,515,319
483,Eilat,Jerusalem,2024-03-19 00:00:00,false,377,227
484,Ashdod,Haifa,2024-03-19 03:00:00,false,157,466
485,Eilat,Tiberias,2024-03-19 06:00:00,false,426,483
486,Ashkelon,Raanana,2024-03-19 09:00:00,true,254,84
487,Tiberias,Holon,2024-03-19 12:00:00,false,80,115
488,Jerusalem,Bat Yam,2024-03-19 15:00:00,true,154,169
489,Netanya,Bat Yam,2024-03-19 18:00:00,false,120,211
490,Eilat,Tiberias,2024-03-19 21:00:00,false,94,457
491,Ashkelon,Tel Aviv,2024-03-20 00:00:00,false,136,426
492,Raanana,Safed,2024-03-20 03:00:00,true,474,316
493,Eilat,Tel Aviv,2024-03-20 06:00:00,false,261,4
494,Eilat,Nazareth,2024-03-20 09:00:00,true,47,434
495,Netanya,Ashkelon,2024-03-20 12:00:00,true,62,71
496,Bat Yam,Holon,2024-03-20 15:00:00,true,294,419
497,Haifa,Herzliya,2024-03-20 18:00:00,true,431,384
498,Bat Yam,Netanya,2024-03-20 21:00:00,false,387,385
499,Tel Aviv,Eilat,2024-03-21 00:00:00,true,357,122
500,Haifa,Tiberias,2024-03-21 03:00:00,false,131,229
501,Herzliya,Tel Aviv,2024-03-21 06:00:00,true,306,475
502,Nazareth,Ashkelon,2024-03-21 09:00:00,false,389,236
503,Ashdod,Raanana,2024-03-21 12:00:00,false,159,283
504,Ashdod,Ashkelon,2024-03-21 15:00:00,true,33,430
505,Safed,Herzliya,2024-03-21 18:00:00,true,247,212
506,Tel Aviv,Haifa,2024-03-21 21:00:00,true,458,50
507,Ashdod,Ashkelon,2024-03-22 00:00:00,true,412,450
508,Ashdod,Tiberias,2024-03-22 03:00:00,true,58,144
509,Tiberias,Beer Sheva,2024-03-22 06:00:00,true,327,329
510,Ashdod,Beer Sheva,2024-03-22 09:00:00,true,227,424
511,Beer Sheva,Ashdod,2024-03-22 12:00:00,true,180,438
512,Tiberias,Holon,2024-03-22 15:00:00,true,353,391
513,Ashkelon,Raanana,2024-03-22 18:00:00,false,427,419
514,Haifa,Ashdod,2024-03-22 21:00:00,false,189,485
515,Ashdod,Bat Yam,2024-03-23 00:00:00,true,308,148
516,Ashkelon,Holon,2024-03-23 03:00:00,true,423,427
517,Tiberias,Raanana,2024-03-23 06:00:00,true,398,249
518,Beer Sheva,Nazareth,2024-03-23 09:00:00,false,81,461
519,Herzliya,Ashdod,2024-03-23 12:00:00,true,196,53
520,Beer Sheva,Holon,2024-03-23 15:00:00,true,75,193
